Date,coffee_c,coffee_c_log_return,soy,soy_log_return,sugar,sugar_log_return,usd_brl,usd_brl_log_return,tmax,tmax_change_pct,tmin,tmin_change_pct,rainfall,coffee_c_lag_1,coffee_c_lag_2,coffee_c_lag_5,coffee_c_lag_10,coffee_c_roll_mean_10,coffee_c_log_return_lag_1,coffee_c_log_return_lag_2,coffee_c_log_return_lag_5,coffee_c_log_return_lag_10,coffee_c_log_return_roll_mean_10,soy_lag_1,soy_lag_2,soy_lag_5,soy_lag_10,soy_roll_mean_10,soy_log_return_lag_1,soy_log_return_lag_2,soy_log_return_lag_5,soy_log_return_lag_10,soy_log_return_roll_mean_10,sugar_lag_1,sugar_lag_2,sugar_lag_5,sugar_lag_10,sugar_roll_mean_10,sugar_log_return_lag_1,sugar_log_return_lag_2,sugar_log_return_lag_5,sugar_log_return_lag_10,sugar_log_return_roll_mean_10,usd_brl_lag_1,usd_brl_lag_2,usd_brl_lag_5,usd_brl_lag_10,usd_brl_roll_mean_10,usd_brl_log_return_lag_1,usd_brl_log_return_lag_2,usd_brl_log_return_lag_5,usd_brl_log_return_lag_10,usd_brl_log_return_roll_mean_10,tmax_lag_1,tmax_lag_2,tmax_lag_5,tmax_lag_10,tmax_roll_mean_10,tmax_change_pct_lag_1,tmax_change_pct_lag_2,tmax_change_pct_lag_5,tmax_change_pct_lag_10,tmax_change_pct_roll_mean_10,tmin_lag_1,tmin_lag_2,tmin_lag_5,tmin_lag_10,tmin_roll_mean_10,tmin_change_pct_lag_1,tmin_change_pct_lag_2,tmin_change_pct_lag_5,tmin_change_pct_lag_10,tmin_change_pct_roll_mean_10,rainfall_lag_1,rainfall_lag_2,rainfall_lag_5,rainfall_lag_10,rainfall_roll_mean_10,target_1w
2007-09-24,132.4,0.0190627198263539,978.75,-0.0002553952254977,9.88,0.0091510552173574,1.83,0.0054794657646255,28.6296,-15.636740815827398,14.624,-18.983302494099917,0.0,129.9,133.15,125.0,117.05,124.64000000000001,-0.0247113885833876,0.0136107961283924,0.0572054737707796,0.0285981361058604,0.012322644956598771,979.0,988.5,968.5,903.5,955.425,-0.0096570000801614,0.0178621743193465,0.0288053432616717,0.0139316825614743,0.00800001372727291,9.79,9.84,9.34,9.29,9.51,-0.0050942545217429,0.0153612851614872,-0.0010700910598444,-0.012834400771541,0.006157395893402901,1.82,1.82,1.87,1.92,1.85,0.0,-0.0054794657646255,0.0107527917762618,0.0,-0.00480092191863603,27.2452,33.9019,22.6138,27.758,28.13309,-19.63518268887584,11.87121342115336,-25.335701762785057,2.3959274766217176,-0.9566267842118314,17.5892,18.2044,15.94,14.4446,15.47339,-3.3794027817450667,24.77484269832349,-6.327313756486275,7.778631706971284,-0.5263980327298452,0.0,0.0,0.1648,0.0,0.01648,0.0470675108579854
2007-09-25,133.1,0.0052730818981583,973.0,-0.0058921651190075,9.83,-0.0050735776007013,1.83,0.0,15.6922,-45.18889540894738,11.3341,-22.496580962800884,0.9476,132.4,129.9,126.7,116.55,126.295,0.0190627198263539,-0.0247113885833876,0.0135083500247921,-0.0042808284551538,0.01327803599192998,978.75,979.0,969.5,905.0,962.225,-0.0002553952254977,-0.0096570000801614,0.0010319918356556,0.0016588336676424,0.0072449138486079204,9.88,9.79,9.35,9.3,9.562999999999999,0.0091510552173574,-0.0050942545217429,0.0010700910598444,0.0010758473334631,0.005542453399986461,1.83,1.82,1.86,1.89,1.844,0.0054794657646255,0.0,-0.0053619431413853,-0.0157483569681391,-0.0032260862218221192,28.6296,27.2452,26.5787,27.3649,26.96582,-15.636740815827398,-19.63518268887584,17.533099257975216,-1.4161683118380286,-5.333899493922766,14.624,17.5892,14.4958,14.7351,15.133289999999999,-18.983302494099917,-3.3794027817450667,-9.060225846925974,2.0111321878071964,-2.977169347790653,0.0,0.0,0.0,0.0,0.11124,-0.0040869460565469
2007-09-26,128.6,-0.0343939135975475,990.75,0.0180781498845394,9.72,-0.0112533156867273,1.81,-0.0109891215755951,18.6488,18.841207733778575,11.6588,2.8648062042861744,0.0755,133.1,132.4,131.35,117.1,127.44500000000001,0.0052730818981583,0.0190627198263539,0.0360434288044553,0.0047079051219052,0.00936785411998471,973.0,978.75,971.0,925.0,968.8,-0.0058921651190075,-0.0002553952254977,0.0015459936086186,0.0218587938124992,0.00686684945581194,9.83,9.88,9.69,9.29,9.605999999999998,-0.0050735776007013,0.0091510552173574,0.035718082602079,-0.0010758473334631,0.00452470656466004,1.83,1.83,1.83,1.87,1.8379999999999999,0.0,0.0054794657646255,-0.0162605208717804,-0.0106383982050556,-0.0032611585588760692,15.6922,28.6296,30.3044,26.9718,26.133519999999997,-45.18889540894738,-15.636740815827398,14.017615609491818,-1.4365117358367765,-3.306127546961232,11.3341,14.624,14.5898,14.3847,14.8607,-22.496580962800884,-18.983302494099917,0.6484636929317444,-2.3779953987417723,-2.452889187487858,0.9476,0.0,0.0,0.0,0.11878999999999999,0.011475232343165
2007-09-27,128.8,0.0015540018667348,1009.0,0.018252788283064,9.82,0.0102355038940267,1.8,-0.0055401803756153,28.3903,52.23660503624896,12.5732,7.843002710399016,0.0,128.6,133.1,133.15,116.2,128.70499999999998,-0.0343939135975475,0.0052730818981583,0.0136107961283924,-0.00771542618586,0.01029479692524419,990.75,973.0,988.5,928.0,976.9,0.0180781498845394,-0.0058921651190075,0.0178621743193465,0.0032379952737757,0.00836832875674077,9.72,9.83,9.84,9.27,9.661,-0.0112533156867273,-0.0050735776007013,0.0153612851614872,-0.0021551732479836,0.005763774278861071,1.81,1.83,1.82,1.86,1.832,-0.0109891215755951,0.0,-0.0054794657646255,-0.0053619431413853,-0.0032789822822990693,18.6488,15.6922,33.9019,27.8605,26.186500000000002,18.841207733778575,-45.18889540894738,11.87121342115336,3.294922845342163,1.5880406721294478,11.6588,11.3341,18.2044,14.7009,14.647929999999999,2.8648062042861744,-22.496580962800884,24.77484269832349,2.198168887776597,-1.8884058052256165,0.0755,0.9476,0.0,0.0,0.11878999999999999,-0.004796172263493
2007-09-28,128.65,-0.0011652749425001,991.25,-0.0177482474045511,9.56,-0.0268333953030643,1.8,0.0,28.527,0.4815024850036931,16.3245,29.835682244774596,0.0,128.8,128.6,129.9,118.05,129.76500000000001,0.0015540018667348,-0.0343939135975475,-0.0247113885833876,0.0157954191137106,0.00859872751962312,1009.0,990.75,979.0,941.0,981.925,0.018252788283064,0.0180781498845394,-0.0096570000801614,0.0139114067991785,0.005202363336367808,9.82,9.72,9.79,9.35,9.682,0.0102355038940267,-0.0112533156867273,-0.0050942545217429,0.0085929637228319,0.0022211383762714503,1.8,1.81,1.82,1.85,1.827,-0.0055401803756153,-0.0109891215755951,0.0,-0.0053908486348764,-0.0027398974188114294,28.3903,18.6488,27.2452,29.8601,26.05319,52.23660503624896,18.841207733778575,-19.63518268887584,7.17718633908222,0.9184722867215955,12.5732,11.6588,17.5892,15.47,14.73338,7.843002710399016,2.8648062042861744,-3.3794027817450667,5.231652483861526,0.5719971708656907,0.0,0.0755,0.0,0.0,0.11878999999999999,0.0132257622192613
2007-10-01,134.85,0.0470675108579854,991.5,0.0002521750107931,9.93,0.037972750993771,1.79,-0.0055710450494553,22.9897,27.96796027876116,13.8977,-1.4543211277193158,0.0,128.65,128.8,132.4,125.0,130.75,-0.0011652749425001,0.0015540018667348,0.0190627198263539,0.0572054737707796,0.0075849312283436995,991.25,1009.0,978.75,968.5,984.225,-0.0177482474045511,0.018252788283064,-0.0002553952254977,0.0288053432616717,0.0023470465112799496,9.56,9.82,9.88,9.34,9.741,-0.0268333953030643,0.0102355038940267,0.0091510552173574,-0.0010700910598444,0.006125422581632991,1.8,1.8,1.83,1.87,1.8190000000000002,0.0,-0.0055401803756153,0.0054794657646255,0.0107527917762618,-0.004372281101383139,28.527,28.3903,28.6296,22.6138,26.090780000000002,0.4815024850036931,52.23660503624896,-15.636740815827398,-25.335701762785057,6.248838490876217,16.3245,12.5732,14.624,15.94,14.529150000000001,29.835682244774596,7.843002710399016,-18.983302494099917,-6.327313756486275,1.0592964337423862,0.0,0.0,0.0,0.1648,0.10230999999999998,0.0126928267984185
2007-10-02,134.3,-0.0040869460565469,943.75,-0.0493576473966159,10.02,0.0090226175996375,1.79,0.0,25.2969,10.035798640260651,14.1113,1.536944962116027,0.0,134.85,128.65,133.1,126.7,131.51,0.0470675108579854,-0.0011652749425001,0.0052730818981583,0.0135083500247921,0.0058254016202098,991.5,991.25,973.0,969.5,981.65,0.0002521750107931,-0.0177482474045511,-0.0058921651190075,0.0010319918356556,-0.0026919174119472,9.93,9.56,9.83,9.35,9.808000000000002,0.037972750993771,-0.0268333953030643,-0.0050735776007013,0.0010700910598444,0.0069206752356123,1.79,1.8,1.83,1.86,1.8119999999999998,-0.0055710450494553,0.0,0.0,-0.0053619431413853,-0.0038360867872446096,22.9897,28.527,15.6922,26.5787,25.9626,27.96796027876116,0.4815024850036931,-45.18889540894738,17.533099257975216,5.49910842910476,13.8977,16.3245,11.3341,14.4958,14.4907,-1.4543211277193158,29.835682244774596,-22.496580962800884,-9.060225846925974,2.1190135146465865,0.0,0.0,0.9476,0.0,0.10230999999999998,-0.0367013668504281
2007-10-03,135.85,0.011475232343165,951.0,0.0076527619821558,9.84,-0.0181273845925566,1.78,-0.0056022555486698,24.8184,-1.8915361170736331,13.3081,-5.691892313252501,0.0,134.3,134.85,128.6,131.35,131.95999999999998,-0.0040869460565469,0.0470675108579854,-0.0343939135975475,0.0360434288044553,0.00336858197408077,943.75,991.5,990.75,971.0,979.65,-0.0493576473966159,0.0002521750107931,0.0180781498845394,0.0015459936086186,-0.00208124057459348,10.02,9.93,9.72,9.69,9.823,0.0090226175996375,0.037972750993771,-0.0112533156867273,0.035718082602079,0.0015361285161487402,1.79,1.79,1.81,1.83,1.807,0.0,-0.0055710450494553,-0.0109891215755951,-0.0162605208717804,-0.0027702602549335496,25.2969,22.9897,18.6488,30.3044,25.414,10.035798640260651,27.96796027876116,18.841207733778575,14.017615609491818,3.9081932564482154,14.1113,13.8977,11.6588,14.5898,14.362530000000001,1.536944962116027,-1.4543211277193158,2.8648062042861744,0.6484636929317444,1.484977914028162,0.0,0.0,0.0755,0.0,0.10230999999999998,-0.0026202522945917
2007-10-04,135.2,-0.004796172263493,954.25,0.0034116290799488,9.79,-0.0050942545217429,1.79,0.0056022555486698,25.8609,4.200512522966826,12.8808,-3.2108264891306693,0.0,135.85,134.3,128.8,133.15,132.165,0.011475232343165,-0.0040869460565469,0.0015540018667348,0.0136107961283924,0.0015278851348922299,951.0,943.75,1009.0,988.5,976.225,0.0076527619821558,-0.0493576473966159,0.018252788283064,0.0178621743193465,-0.0035262950985332497,9.84,10.02,9.82,9.84,9.818000000000001,-0.0181273845925566,0.0090226175996375,0.0102355038940267,0.0153612851614872,-0.0005094254521742697,1.78,1.79,1.8,1.82,1.8039999999999998,-0.0056022555486698,0.0,-0.0055401803756153,-0.0054794657646255,-0.0016620881236040195,24.8184,25.2969,28.3903,33.9019,24.6099,-1.8915361170736331,10.035798640260651,52.23660503624896,11.87121342115336,3.1411231666295625,13.3081,14.1113,12.5732,18.2044,13.83017,-5.691892313252501,1.536944962116027,7.843002710399016,24.77484269832349,-1.3135890047172538,0.0,0.0,0.0,0.0,0.10230999999999998,0.0357115069209204
2007-10-05,137.0,0.0132257622192613,940.5,-0.0145140428842545,9.79,0.0,1.78,-0.0056022555486698,30.0822,16.323097804020748,13.7609,6.832650145953667,0.0,135.2,135.85,128.65,129.9,132.875,-0.004796172263493,0.011475232343165,-0.0011652749425001,-0.0247113885833876,0.00532160021515712,954.25,951.0,991.25,979.0,972.375,0.0034116290799488,0.0076527619821558,-0.0177482474045511,-0.0096570000801614,-0.00401199937894256,9.79,9.84,9.56,9.79,9.818,-0.0050942545217429,-0.0181273845925566,-0.0268333953030643,-0.0050942545217429,2.0296264668928642e-17,1.79,1.78,1.8,1.82,1.8,0.0056022555486698,-0.0056022555486698,0.0,0.0,-0.0022223136784709995,25.8609,24.8184,28.527,27.2452,24.8936,4.200512522966826,-1.8915361170736331,0.4815024850036931,-19.63518268887584,6.7369512159192215,12.8808,13.3081,16.3245,17.5892,13.44734,-3.2108264891306693,-5.691892313252501,29.835682244774596,-3.3794027817450667,-0.29238371194738033,0.0,0.0,0.0,0.0,0.10230999999999998,0.0075662403833156
2007-10-08,138.75,0.0126928267984185,925.5,-0.0160775167275328,9.75,-0.004094171532663,1.77,-0.0056338177182559,27.758,-18.205097226846934,17.2645,-7.929050252515824,0.0,137.0,135.2,134.85,132.4,133.51,0.0132257622192613,-0.004796172263493,0.0470675108579854,0.0190627198263539,0.00468461091236358,940.5,954.25,991.5,978.75,967.05,-0.0145140428842545,0.0034116290799488,0.0002521750107931,-0.0002553952254977,-0.00559421152914607,9.79,9.79,9.93,9.88,9.805,0.0,-0.0050942545217429,0.037972750993771,0.0091510552173574,-0.0013245226750020198,1.78,1.79,1.79,1.83,1.794,-0.0056022555486698,0.0056022555486698,-0.0055710450494553,0.0054794657646255,-0.00333364202675914,30.0822,25.8609,22.9897,28.6296,24.806440000000002,16.323097804020748,4.200512522966826,27.96796027876116,-15.636740815827398,6.480115574817267,13.7609,12.8808,13.8977,14.624,13.71139,6.832650145953667,-3.2108264891306693,-1.4543211277193158,-18.983302494099917,0.8130415122110289,0.0,0.0,0.0,0.0,0.10230999999999998,-0.0687108888910987
2007-10-09,133.75,-0.0367013668504281,950.25,0.026390975855806,9.91,0.0162770633321405,1.77,0.0,30.0822,8.37308163412349,16.2305,-5.989168525007981,0.0,138.75,137.0,134.3,133.1,133.575,0.0126928267984185,0.0132257622192613,-0.0040869460565469,0.0052730818981583,0.0004871660375049394,925.5,940.5,943.75,973.0,964.775,-0.0160775167275328,-0.0145140428842545,-0.0493576473966159,-0.0058921651190075,-0.00236589743166472,9.75,9.79,10.02,9.83,9.812999999999999,-0.004094171532663,0.0,0.0090226175996375,-0.0050735776007013,0.0008105414182821603,1.77,1.78,1.79,1.83,1.7879999999999998,-0.0056338177182559,-0.0056022555486698,0.0,0.0,-0.00333364202675914,27.758,30.0822,25.2969,15.6922,26.245440000000002,-18.205097226846934,16.323097804020748,10.035798640260651,-45.18889540894738,11.836313279124354,17.2645,13.7609,14.1113,11.3341,14.20103,-7.929050252515824,6.832650145953667,1.536944962116027,-22.496580962800884,2.4637827559903194,0.0,0.0,0.0,0.9476,0.007549999999999999,-0.0147175390845806
2007-10-10,133.4,-0.0026202522945917,968.25,0.0187652105255038,9.74,-0.0173032306874527,1.76,-0.0056657375356773,32.7398,8.834460245593757,16.9568,4.474908351560347,0.0,133.75,138.75,135.85,128.6,134.055,-0.0367013668504281,0.0126928267984185,0.011475232343165,-0.0343939135975475,0.0036645321678005203,950.25,925.5,951.0,990.75,962.525,0.026390975855806,-0.0160775167275328,0.0076527619821558,0.0180781498845394,-0.0022971913675682793,9.91,9.75,9.84,9.72,9.815000000000001,0.0162770633321405,-0.004094171532663,-0.0181273845925566,-0.0112533156867273,0.00020554991820962015,1.77,1.77,1.78,1.81,1.7830000000000001,0.0,-0.0056338177182559,-0.0056022555486698,-0.0109891215755951,-0.0028013036227673596,30.0822,27.758,24.8184,18.6488,27.654539999999997,8.37308163412349,-18.205097226846934,-1.8915361170736331,18.841207733778575,10.835638530305872,16.2305,17.2645,13.3081,11.6588,14.730830000000003,-5.989168525007981,-7.929050252515824,-5.691892313252501,2.8648062042861744,2.624792970717736,0.0,0.0,0.0,0.0755,0.0,0.010865454198039
2007-10-11,138.25,0.0357115069209204,981.5,0.0135916953216543,9.81,0.0071611559228279,1.75,-0.0056980211146377,31.5862,-3.523540156018057,17.1107,0.907600490658611,0.0,133.4,133.75,135.2,128.8,135.0,-0.0026202522945917,-0.0367013668504281,-0.004796172263493,0.0015540018667348,0.00708028267321908,968.25,950.25,954.25,1009.0,959.775,0.0187652105255038,0.026390975855806,0.0034116290799488,0.018252788283064,-0.0027633006637092492,9.74,9.91,9.79,9.82,9.814,-0.0173032306874527,0.0162770633321405,-0.0050942545217429,0.0102355038940267,-0.00010188487891025985,1.76,1.77,1.79,1.8,1.778,-0.0056657375356773,0.0,0.0056022555486698,-0.0055401803756153,-0.0028170876966696,32.7398,30.0822,25.8609,28.3903,27.974130000000002,8.834460245593757,8.37308163412349,4.200512522966826,52.23660503624896,5.259624011079171,16.9568,16.2305,12.8808,12.5732,15.18458,4.474908351560347,-5.989168525007981,-3.2108264891306693,7.843002710399016,1.931252748743696,0.0,0.0,0.0,0.0,0.0,-0.032558278809299
2007-10-29,122.35,0.0073831344404995,1011.0,0.0154500955162202,10.07,-0.0079129987573254,1.73,-0.00576370471675,34.2438,19.11218399120671,19.3324,2.445021461501784,0.0,121.45,120.6,123.55,130.05,124.34,0.0070233711550962,-0.0237618717749468,-0.0116678048676828,-0.0687108888910987,-0.006103320200597999,995.5,994.75,976.5,987.0,986.225,0.0007536741972131,0.0187727481531423,-0.0068886609951857,0.010439305498302,0.0024025179586989595,10.15,10.22,10.17,9.95,10.15,-0.0068728792877621,0.0078585866125213,-0.0039254221161058,0.015190165493975,0.00119881555599694,1.74,1.75,1.78,1.75,1.761,-0.005730674708985,-0.0056980211146377,0.0056338177182559,0.0,-0.0011494379425734896,27.3478,19.1957,24.0835,24.8013,24.351,42.468365310981106,6.646332655532938,-29.88036557067282,-5.162992562568103,-0.19502576229495575,17.2474,15.7007,17.5208,17.0423,16.73125,9.851153133299784,4.019477938253613,-0.582180510003738,-1.3847097490973015,-0.6927500868723976,4.9577,42.848,18.1829,3.6393,7.42766,0.0087921855889669
